14:05:05.114 [main] INFO  i.s.m.SpringBootJournalAppApplication - Starting SpringBootJournalAppApplication using Java 21.0.7 with PID 2388 (D:\Workspace\workspace-spring-tools-for-eclipse-4.31.0.RELEASE\SpringBootExternalApiIntegration\target\classes started by lenovo in D:\Workspace\workspace-spring-tools-for-eclipse-4.31.0.RELEASE\SpringBootExternalApiIntegration)
23:50:10.476 [cluster-ClusterId{value='68b49258b20377e61cf4192d', description='Cluster0'}-ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=640258200, minRoundTripTimeNanos=0, setName='atlas-10autu-shard-0', canonicalAddress=ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, hosts=[ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017], passives=[], arbiters=[], primary='ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=22, topologyVersion=TopologyVersion{processId=68acb5f820fc1ae4f1e648ae, counter=4}, lastWriteDate=Sun Aug 31 23:50:09 IST 2025, lastUpdateTimeNanos=116277585499900}
23:50:10.478 [cluster-ClusterId{value='68b49258b20377e61cf4192d', description='Cluster0'}-ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017, type=REPLICA_SET_PRIMARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=634908300, minRoundTripTimeNanos=0, setName='atlas-10autu-shard-0', canonicalAddress=ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017, hosts=[ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017], passives=[], arbiters=[], primary='ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000000aa, setVersion=22, topologyVersion=TopologyVersion{processId=68acb81bf65f8e35fcdc8746, counter=6}, lastWriteDate=Sun Aug 31 23:50:09 IST 2025, lastUpdateTimeNanos=116277584819400}
23:50:10.484 [cluster-ClusterId{value='68b49258b20377e61cf4192d', description='Cluster0'}-ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017 with max election id 7fffffff00000000000000aa and max set version 22
23:50:12.262 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsServiceImpl
23:50:12.759 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
23:50:12.778 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
23:50:12.793 [main] INFO  i.s.m.SpringBootJournalAppApplication - Started SpringBootJournalAppApplication in 22.43 seconds (process running for 27.155)
23:50:20.331 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
23:50:20.331 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
23:50:20.333 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
23:50:43.659 [RMI TCP Connection(4)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
23:50:43.717 [RMI TCP Connection(4)-127.0.0.1] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
23:50:43.725 [tomcat-shutdown] INFO  o.a.coyote.http11.Http11NioProtocol - Pausing ProtocolHandler ["http-nio-8080"]
23:50:43.761 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
23:50:43.765 [RMI TCP Connection(4)-127.0.0.1] INFO  o.a.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-8080"]
23:50:58.944 [main] INFO  i.s.m.SpringBootJournalAppApplication - Starting SpringBootJournalAppApplication using Java 21.0.7 with PID 6780 (D:\Workspace\workspace-spring-tools-for-eclipse-4.31.0.RELEASE\SpringBootValueAnnotation\target\classes started by lenovo in D:\Workspace\workspace-spring-tools-for-eclipse-4.31.0.RELEASE\SpringBootValueAnnotation)
23:50:58.949 [main] INFO  i.s.m.SpringBootJournalAppApplication - No active profile set, falling back to 1 default profile: "default"
23:51:00.601 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
23:51:00.717 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 106 ms. Found 2 MongoDB repository interfaces.
23:51:01.519 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
23:51:01.544 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
23:51:01.547 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
23:51:01.548 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
23:51:01.663 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
23:51:01.664 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2619 ms
23:51:02.240 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"application": {"name": "Cluster0"}, "driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "5.5.1"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Eclipse Adoptium/21.0.7+6-LTS"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='manashbarman007', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@73d62b5, com.mongodb.Jep395RecordCodecProvider@5e99e2cb, com.mongodb.KotlinCodecProvider@76ac68b0]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster0.zr6vo9n.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-10autu-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverMonitoringMode=AUTO, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='Cluster0', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null, timeoutMS=null}
23:51:02.433 [cluster-ClusterId{value='68b4928e70eff7110161737f', description='Cluster0'}-srv-cluster0.zr6vo9n.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017 to client view of cluster
23:51:02.575 [cluster-ClusterId{value='68b4928e70eff7110161737f', description='Cluster0'}-srv-cluster0.zr6vo9n.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017 to client view of cluster
23:51:02.579 [cluster-ClusterId{value='68b4928e70eff7110161737f', description='Cluster0'}-srv-cluster0.zr6vo9n.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017 to client view of cluster
23:51:03.009 [main] INFO  org.mongodb.driver.cluster - Waiting for server to become available for operation with ID 5. Remaining time: 29976 ms. Selector: WritableServerSelector, topology description: {type=REPLICA_SET, servers=[{address=ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}].
23:51:03.467 [cluster-ClusterId{value='68b4928e70eff7110161737f', description='Cluster0'}-ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017, type=REPLICA_SET_PRIMARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=526001800, minRoundTripTimeNanos=0, setName='atlas-10autu-shard-0', canonicalAddress=ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017, hosts=[ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017], passives=[], arbiters=[], primary='ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000000aa, setVersion=22, topologyVersion=TopologyVersion{processId=68acb81bf65f8e35fcdc8746, counter=6}, lastWriteDate=Sun Aug 31 23:51:02 IST 2025, lastUpdateTimeNanos=116330574871300}
23:51:03.468 [cluster-ClusterId{value='68b4928e70eff7110161737f', description='Cluster0'}-ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=522142000, minRoundTripTimeNanos=0, setName='atlas-10autu-shard-0', canonicalAddress=ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, hosts=[ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017], passives=[], arbiters=[], primary='ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=22, topologyVersion=TopologyVersion{processId=68acbb247528d3bae1cf317a, counter=3}, lastWriteDate=Sun Aug 31 23:51:02 IST 2025, lastUpdateTimeNanos=116330574492300}
23:51:03.468 [cluster-ClusterId{value='68b4928e70eff7110161737f', description='Cluster0'}-ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=527582600, minRoundTripTimeNanos=0, setName='atlas-10autu-shard-0', canonicalAddress=ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, hosts=[ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017], passives=[], arbiters=[], primary='ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=22, topologyVersion=TopologyVersion{processId=68acb5f820fc1ae4f1e648ae, counter=4}, lastWriteDate=Sun Aug 31 23:51:02 IST 2025, lastUpdateTimeNanos=116330574492300}
23:51:03.477 [cluster-ClusterId{value='68b4928e70eff7110161737f', description='Cluster0'}-ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017 with max election id 7fffffff00000000000000aa and max set version 22
23:51:04.869 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsServiceImpl
23:51:05.305 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
23:51:05.332 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
23:51:05.348 [main] INFO  i.s.m.SpringBootJournalAppApplication - Started SpringBootJournalAppApplication in 7.496 seconds (process running for 12.309)
23:51:15.361 [http-nio-8080-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
23:51:15.362 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
23:51:15.374 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 8 ms
